,squareMeters,numberOfRooms,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price,category,PoolAndYard
713,69815,68,96,33939,9,3,2001,TRUE,TRUE,4764,3233,382,TRUE,8,6994868.1,Basic,no pool and has yard
714,31372,70,71,45055,1,6,2000,FALSE,FALSE,9133,223,952,FALSE,1,3141888,Basic,has pool and no yard
715,47377,91,12,93863,6,4,2015,FALSE,FALSE,6751,7894,158,TRUE,4,4742430.5,Basic,has pool and has yard
716,21748,5,29,75041,9,6,1991,TRUE,FALSE,6703,5408,812,FALSE,10,2180962.1,Basic,has pool and no yard
717,74938,28,31,57629,3,10,2020,FALSE,TRUE,23,7515,670,FALSE,6,7496677,Basic,no pool and no yard
718,84747,97,86,50495,7,7,2014,TRUE,FALSE,7441,7366,404,FALSE,7,8483566.4,Basic,has pool and no yard
719,52843,75,50,53689,6,7,2004,FALSE,TRUE,5877,1381,358,TRUE,3,5291087.4,Basic,has pool and has yard
720,94638,50,32,80383,3,10,2014,TRUE,FALSE,8047,7968,870,TRUE,10,9465407.4,Basic,no pool and no yard
721,57035,7,24,19018,7,2,1998,TRUE,TRUE,21,9711,657,TRUE,7,5710846.8,Basic,has pool and no yard
722,10031,44,2,46452,1,10,2004,TRUE,FALSE,3770,6933,576,FALSE,0,1007605.4,Basic,no pool and has yard
723,87362,50,25,87149,9,3,1995,FALSE,FALSE,3967,1233,268,FALSE,7,8743936.5,Basic,has pool and no yard
724,50571,39,24,80108,2,10,1998,FALSE,FALSE,4018,3591,631,TRUE,0,5063431.8,Basic,has pool and has yard
725,69918,32,11,43369,8,5,2005,FALSE,TRUE,2569,9077,758,TRUE,2,6995676.5,Basic,no pool and has yard
726,42217,74,83,58719,3,7,2009,TRUE,TRUE,752,2812,710,FALSE,5,4228208.9,Luxury,has pool and has yard
727,76907,10,87,41867,6,10,1997,FALSE,TRUE,8945,1203,142,TRUE,10,7694726.7,Basic,has pool and no yard
728,15500,92,98,81088,1,7,2020,TRUE,FALSE,9577,8084,255,FALSE,7,1554517,Basic,has pool and no yard
729,53304,47,79,78668,5,3,2012,TRUE,TRUE,3069,4872,541,FALSE,2,5337897.2,Basic,no pool and has yard
730,1973,1,21,19624,7,9,2000,TRUE,TRUE,2316,2875,932,FALSE,9,201809,Basic,no pool and has yard
731,91112,51,9,59209,6,2,1991,FALSE,TRUE,7857,2079,948,FALSE,1,9121414.1,Basic,has pool and has yard
732,76204,60,8,37849,1,5,1990,FALSE,TRUE,3727,901,540,TRUE,7,7628150,Basic,has pool and has yard
733,97471,74,90,32462,7,7,2013,TRUE,TRUE,7429,7552,629,FALSE,6,9756243.3,Basic,no pool and has yard
734,88887,9,28,43521,4,7,1995,TRUE,FALSE,9176,7863,956,TRUE,7,8897254.5,Luxury,has pool and has yard
735,38490,14,8,11235,10,3,2017,TRUE,FALSE,9018,3808,825,FALSE,3,3853460.7,Basic,no pool and has yard
736,72450,63,71,15715,9,10,2008,TRUE,TRUE,4116,481,787,FALSE,9,7250244.8,Basic,no pool and has yard
737,88367,5,7,36833,9,1,2018,FALSE,FALSE,8489,8246,430,FALSE,7,8837449.8,Basic,no pool and no yard
738,30782,99,48,64577,1,5,2020,TRUE,FALSE,9701,2104,783,FALSE,9,3082971,Basic,no pool and has yard
739,5033,58,28,57432,2,6,1991,TRUE,FALSE,749,123,279,TRUE,8,508665.1,Basic,has pool and no yard
740,26519,33,42,19068,5,1,2014,FALSE,FALSE,4604,4404,651,TRUE,1,2656599.4,Basic,has pool and has yard
741,65934,29,51,98414,2,7,2007,TRUE,TRUE,7680,5657,721,TRUE,0,6597942.7,Basic,no pool and has yard
742,98106,98,3,47065,5,6,1992,TRUE,FALSE,8617,2299,616,FALSE,1,9811465.2,Basic,no pool and no yard
743,6577,9,68,82346,10,7,2006,TRUE,FALSE,9468,4696,604,FALSE,4,662852.6,Basic,has pool and no yard
744,18250,16,82,7383,7,10,2011,TRUE,FALSE,7751,6127,565,TRUE,2,1829113.1,Basic,no pool and no yard
745,40783,48,80,81432,7,8,1992,TRUE,TRUE,9162,9271,838,FALSE,10,4086725.2,Basic,has pool and no yard
746,33156,15,43,52491,8,3,1994,FALSE,TRUE,2108,4092,696,FALSE,3,3323470.4,Basic,has pool and no yard
747,47523,89,89,48868,3,3,2006,TRUE,TRUE,526,9988,142,FALSE,10,4760526.6,Basic,no pool and no yard
748,79604,30,4,23402,2,3,2016,TRUE,TRUE,9575,2906,909,FALSE,2,7965563.6,Basic,has pool and no yard
749,95762,64,63,24349,10,10,2004,FALSE,TRUE,5198,6277,882,TRUE,2,9583086.4,Basic,no pool and has yard
750,31317,91,25,86804,8,2,1995,TRUE,TRUE,2463,3454,543,TRUE,5,3142581.5,Luxury,has pool and has yard
751,788,1,53,24590,7,4,2014,TRUE,FALSE,8046,3187,973,TRUE,8,82042.4,Basic,no pool and no yard
752,41188,30,62,20895,8,9,2012,FALSE,TRUE,33,7475,361,TRUE,1,4122637.2,Basic,no pool and has yard
753,62282,35,44,12448,9,1,2010,TRUE,FALSE,80,5415,139,TRUE,10,6229623,Basic,no pool and no yard
754,45979,46,2,78140,10,5,2004,FALSE,TRUE,7620,4487,571,FALSE,6,4600373.4,Basic,has pool and no yard
755,35828,77,3,85172,5,6,1998,FALSE,FALSE,795,4716,811,TRUE,1,3583375.8,Basic,no pool and no yard
756,84540,21,64,38246,5,3,2007,FALSE,TRUE,5869,6101,145,FALSE,2,8455482.7,Basic,no pool and no yard
757,70288,78,28,15319,3,9,2011,TRUE,TRUE,1864,4125,706,TRUE,7,7034567.1,Basic,no pool and has yard
758,44681,63,80,80786,2,7,1995,FALSE,FALSE,9413,3951,537,FALSE,1,4480399.5,Basic,has pool and has yard
759,8856,96,38,77863,9,7,1996,TRUE,TRUE,4044,4557,770,TRUE,3,895829.6,Luxury,has pool and has yard
760,45730,11,99,22913,6,9,1998,FALSE,TRUE,1919,9706,116,FALSE,10,4583276.8,Basic,has pool and no yard
761,59478,22,68,93765,2,8,1992,TRUE,FALSE,3355,2456,253,TRUE,8,5950543.2,Basic,no pool and no yard
762,31692,7,36,37726,7,4,2007,FALSE,FALSE,1694,20,489,FALSE,2,3172857.7,Basic,no pool and has yard
763,58737,66,62,60814,4,3,2014,FALSE,TRUE,8827,7728,224,TRUE,0,5882539.4,Basic,has pool and has yard
764,32100,79,39,34468,2,5,2017,TRUE,FALSE,1482,9856,932,FALSE,6,3213786.7,Basic,has pool and no yard
765,67663,1,49,17835,2,10,2014,FALSE,TRUE,7856,4653,725,TRUE,2,6775397.4,Basic,no pool and has yard
766,59810,64,56,25278,1,10,2016,FALSE,TRUE,5202,8160,445,FALSE,1,5991500.6,Basic,has pool and no yard
767,86186,85,36,58102,4,8,2010,FALSE,TRUE,2790,2939,539,TRUE,6,8620785,Basic,no pool and no yard
768,38030,1,4,13524,5,2,1990,TRUE,TRUE,7981,841,564,FALSE,2,3803961,Basic,no pool and no yard
769,48331,2,42,1284,5,8,2019,FALSE,TRUE,2820,3403,112,FALSE,9,4839984.9,Basic,has pool and has yard
770,27856,34,98,93709,7,1,2016,FALSE,FALSE,7117,6509,194,FALSE,9,2795386.6,Basic,has pool and no yard
771,70976,84,44,79617,10,7,2018,FALSE,FALSE,9962,8030,544,TRUE,4,7101406.8,Basic,no pool and has yard
772,90180,91,63,1400,4,5,2014,TRUE,FALSE,9500,2033,800,FALSE,8,9023962.4,Basic,no pool and has yard
773,54646,10,98,12446,4,4,2017,FALSE,TRUE,4716,7795,383,FALSE,10,5479242.7,Basic,no pool and has yard
774,42024,72,9,22621,5,10,2003,FALSE,TRUE,4645,9349,430,TRUE,9,4205806.3,Basic,has pool and no yard
775,8969,72,92,69766,5,3,2013,TRUE,FALSE,781,7703,627,TRUE,9,908919.3,Luxury,has pool and has yard
776,38926,58,7,41410,8,2,2007,TRUE,TRUE,5001,1326,729,FALSE,6,3902208.7,Luxury,has pool and has yard
777,80419,55,31,72171,5,5,1998,TRUE,TRUE,1333,1081,465,TRUE,3,8043741.8,Basic,no pool and no yard
778,5585,61,76,89016,3,10,2019,FALSE,TRUE,6421,3418,926,FALSE,5,564773.9,Basic,has pool and has yard
779,91651,97,95,28499,9,8,2016,TRUE,FALSE,9071,9895,175,TRUE,9,9172889.6,Basic,no pool and has yard
780,5443,17,39,35512,2,7,2000,TRUE,FALSE,7932,4945,716,TRUE,3,549119,Basic,has pool and no yard
781,15355,1,30,10908,1,4,1992,TRUE,TRUE,6587,200,551,TRUE,10,1544783.2,Luxury,has pool and has yard
782,6963,11,65,54919,3,1,1995,FALSE,FALSE,2829,230,589,FALSE,2,703519.5,Basic,has pool and no yard
783,77261,32,18,67401,10,6,1997,FALSE,TRUE,5565,2696,640,TRUE,5,7727179.7,Basic,no pool and no yard
784,26694,68,72,75658,3,2,1994,TRUE,FALSE,7808,1266,852,FALSE,4,2672253.4,Basic,no pool and no yard
785,79744,36,50,92605,4,8,2012,TRUE,TRUE,1480,4074,108,TRUE,0,7979395.2,Basic,no pool and has yard
786,32084,20,71,72927,10,8,2015,TRUE,FALSE,2309,4071,851,TRUE,10,3214809.5,Basic,no pool and has yard
787,93703,46,56,33926,6,1,2018,TRUE,TRUE,9314,6659,546,TRUE,6,9377879.8,Basic,no pool and has yard
788,78984,62,89,57806,9,9,2014,FALSE,TRUE,1199,9487,165,TRUE,2,7910102.4,Basic,has pool and has yard
789,369,25,92,58183,2,10,2003,FALSE,FALSE,9608,4027,419,TRUE,7,39316.3,Basic,no pool and no yard
790,10697,16,95,41131,9,8,2009,FALSE,TRUE,1114,4627,256,TRUE,7,1074445.9,Basic,no pool and no yard
791,13349,65,18,3147,1,3,2004,TRUE,FALSE,6039,7110,602,TRUE,4,1339458.4,Basic,has pool and no yard
792,25791,74,10,65096,2,10,2015,TRUE,TRUE,716,4892,302,FALSE,5,2582155.5,Basic,has pool and no yard
793,96687,11,61,31414,8,6,2016,FALSE,FALSE,9115,9092,806,TRUE,5,9676763.6,Basic,no pool and has yard
794,41083,69,62,90286,9,6,2017,FALSE,FALSE,4279,1984,683,FALSE,10,4114499.7,Basic,no pool and has yard
795,63078,38,35,74374,3,1,2005,TRUE,FALSE,5369,2732,769,TRUE,2,6316522.5,Luxury,has pool and has yard
796,33935,12,86,30349,7,4,2015,TRUE,TRUE,7274,2699,626,FALSE,0,3400557.5,Basic,no pool and no yard
797,30104,88,88,120,3,7,1996,FALSE,TRUE,3551,4051,577,TRUE,5,3016757.6,Basic,no pool and no yard
798,44414,70,94,54108,8,1,2003,TRUE,FALSE,8675,4871,933,TRUE,0,4449908.3,Basic,no pool and no yard
799,95116,9,28,92387,2,8,2000,TRUE,FALSE,4404,1523,436,TRUE,3,9518424,Basic,no pool and has yard
800,16996,89,52,56372,6,2,2005,FALSE,FALSE,7922,3316,956,TRUE,8,1708754.5,Basic,no pool and has yard
801,15290,77,97,58566,9,3,2009,FALSE,TRUE,4588,9960,218,TRUE,8,1533827.9,Basic,no pool and no yard
802,57562,87,7,80004,7,5,2018,FALSE,FALSE,6694,7664,388,FALSE,9,5756919.8,Basic,no pool and no yard
803,22786,23,81,51461,1,5,1991,TRUE,TRUE,1188,7958,107,TRUE,6,2281031.1,Basic,no pool and no yard
804,84540,46,66,296,6,8,1990,TRUE,FALSE,817,6063,635,FALSE,4,8459024,Basic,no pool and has yard
805,41168,99,11,53471,6,6,1992,TRUE,FALSE,5717,1821,888,FALSE,9,4123023.2,Basic,has pool and no yard
806,33622,77,73,93239,7,5,2014,TRUE,FALSE,8902,8490,340,FALSE,1,3371927.4,Basic,has pool and no yard
807,66878,22,41,3743,9,5,2016,TRUE,TRUE,1400,8825,763,FALSE,2,6692131.6,Basic,no pool and no yard
808,9815,96,24,19588,9,2,2010,FALSE,TRUE,6449,5162,201,FALSE,6,989932,Basic,has pool and has yard
809,81392,34,10,91918,2,8,2009,TRUE,FALSE,3061,6494,772,TRUE,3,8143562.9,Basic,has pool and no yard
810,95375,30,37,50519,9,1,1998,FALSE,TRUE,927,2844,534,TRUE,9,9545994.8,Basic,has pool and has yard
811,29917,70,39,26297,5,9,2011,FALSE,TRUE,1566,278,480,FALSE,5,2998840.1,Basic,has pool and has yard
812,16336,76,11,28105,1,8,2008,TRUE,FALSE,9709,1219,415,FALSE,1,1636600.8,Basic,has pool and no yard
813,90836,97,40,53732,4,2,2011,FALSE,TRUE,2770,8991,149,FALSE,7,9086961.1,Basic,no pool and no yard
814,60244,35,47,69892,6,10,1995,TRUE,FALSE,1418,923,344,FALSE,7,6034513.5,Luxury,has pool and has yard
815,43030,81,85,73973,4,10,2010,FALSE,TRUE,1104,3332,978,TRUE,10,4310671,Basic,has pool and has yard
816,5504,11,76,13791,8,4,1990,FALSE,TRUE,9447,4528,841,FALSE,2,559951,Basic,no pool and has yard
817,37620,55,51,9302,9,8,1994,TRUE,TRUE,8318,6950,160,TRUE,8,3764885.4,Basic,no pool and no yard
818,6313,18,74,27295,9,6,2004,TRUE,FALSE,4979,3989,647,FALSE,7,640633.4,Luxury,has pool and has yard
819,52251,1,10,19714,1,10,2005,TRUE,TRUE,5751,7522,969,TRUE,8,5231126.5,Basic,has pool and no yard
820,75749,81,30,62511,5,3,2020,TRUE,FALSE,5132,1182,523,TRUE,5,7579803,Basic,no pool and has yard
821,31113,93,93,79608,10,2,2020,FALSE,TRUE,891,7228,414,FALSE,10,3122972,Basic,has pool and has yard
822,18972,70,3,42286,3,3,2010,FALSE,TRUE,8253,1477,618,FALSE,4,1902042,Basic,no pool and has yard
823,28769,22,80,17297,6,10,2021,TRUE,FALSE,6686,5731,546,TRUE,2,2881959.1,Basic,no pool and has yard
824,44539,24,23,91046,2,4,2007,FALSE,TRUE,3795,7571,595,FALSE,2,4454837.7,Basic,no pool and no yard
825,17643,18,1,34506,6,8,2004,TRUE,FALSE,755,4070,966,TRUE,8,1765047.4,Basic,no pool and no yard
826,52079,71,97,77966,10,10,1995,FALSE,TRUE,6737,2303,196,TRUE,10,5217238.5,Basic,no pool and no yard
827,76906,77,6,61028,2,1,2019,TRUE,FALSE,8938,7135,668,FALSE,5,7692420.9,Basic,has pool and no yard
828,88655,88,94,96284,4,9,2007,TRUE,TRUE,1193,7734,169,TRUE,0,8875673.7,Basic,has pool and no yard
829,87554,16,77,30135,7,7,2010,TRUE,FALSE,8714,8017,636,TRUE,8,8769996,Luxury,has pool and has yard
830,7889,38,58,59730,5,7,2000,FALSE,FALSE,1939,119,743,TRUE,0,793852,Basic,has pool and no yard
831,33185,28,60,37437,5,8,1998,FALSE,FALSE,6398,2111,437,FALSE,8,3325883.8,Basic,has pool and no yard
832,81860,68,65,95833,10,5,2000,FALSE,TRUE,5409,8288,870,TRUE,7,8190448,Basic,no pool and has yard
833,16335,35,76,14675,10,6,2005,TRUE,TRUE,6086,787,385,TRUE,2,1635816.5,Basic,no pool and no yard
834,23164,79,76,59854,1,10,1992,TRUE,TRUE,1132,4213,519,FALSE,4,2322369.2,Basic,no pool and no yard
835,50839,93,91,4337,1,3,2009,TRUE,TRUE,4208,6421,726,FALSE,9,5091375.9,Basic,no pool and no yard
836,17432,49,15,81884,7,6,1993,TRUE,FALSE,2250,7062,547,TRUE,10,1751212.3,Luxury,has pool and has yard
837,94930,27,98,44331,3,6,2001,TRUE,FALSE,9694,8469,669,FALSE,8,9499136.1,Basic,no pool and no yard
838,47601,29,69,16139,3,5,2001,FALSE,TRUE,8925,1965,452,FALSE,5,4765720.1,Basic,has pool and no yard
839,57143,81,11,13745,8,9,2001,FALSE,TRUE,7491,8572,866,FALSE,8,5716057.1,Basic,no pool and no yard
840,90614,77,16,95936,8,6,2016,TRUE,FALSE,2528,7255,468,TRUE,10,9065677.6,Basic,has pool and no yard
841,43245,83,35,51501,4,8,2003,FALSE,TRUE,9660,3499,210,FALSE,10,4325940.3,Basic,no pool and no yard
842,96666,95,9,25449,5,4,2008,FALSE,TRUE,8123,5326,590,FALSE,2,9672165.8,Basic,has pool and no yard
843,49608,59,10,71685,5,7,1992,FALSE,TRUE,2647,7510,580,TRUE,10,4965463.2,Basic,has pool and no yard
844,15385,69,93,98763,3,2,2013,FALSE,FALSE,1661,5852,498,FALSE,8,1548993.3,Basic,no pool and has yard
845,14973,91,22,52038,3,2,2018,FALSE,TRUE,7397,1255,301,TRUE,4,1501528.8,Basic,no pool and has yard
846,82285,19,22,73045,4,5,2014,FALSE,FALSE,782,2211,372,FALSE,8,8229649.4,Basic,no pool and no yard
847,89520,47,6,68457,3,3,2007,FALSE,FALSE,4587,7443,861,FALSE,1,8952698.7,Basic,no pool and no yard
848,31454,12,57,53771,8,1,2012,TRUE,TRUE,9770,3474,327,FALSE,0,3148909.2,Basic,no pool and no yard
849,63341,81,85,45352,10,6,1991,TRUE,FALSE,928,5891,725,FALSE,5,6338314.1,Basic,no pool and no yard
850,91166,100,8,89777,10,6,1995,FALSE,TRUE,5368,4657,757,TRUE,0,9123483.5,Basic,has pool and has yard
851,86153,7,54,11435,9,9,2020,TRUE,TRUE,8091,862,934,FALSE,6,8627514,Luxury,has pool and has yard
852,24519,54,3,5764,8,4,2001,FALSE,TRUE,6797,1146,658,TRUE,3,2456369.1,Basic,has pool and no yard
853,17458,69,51,97354,7,5,2008,TRUE,TRUE,8435,3476,789,FALSE,2,1751679.8,Basic,no pool and has yard
854,48568,18,11,40071,2,3,2011,TRUE,TRUE,297,5174,973,TRUE,7,4860230.1,Basic,no pool and has yard
855,14881,68,88,9188,8,9,2007,TRUE,TRUE,9590,3549,209,TRUE,10,1498063.7,Basic,no pool and has yard
856,61123,25,72,27146,5,4,1995,FALSE,TRUE,1051,30,724,FALSE,5,6123098.5,Basic,has pool and has yard
857,3854,7,25,32919,8,7,2009,TRUE,TRUE,6606,1877,378,TRUE,10,393085.9,Basic,no pool and has yard
858,86908,90,56,28155,8,7,2014,TRUE,TRUE,314,5030,397,FALSE,7,8695385.4,Basic,no pool and no yard
859,55366,51,98,18443,4,3,2011,FALSE,FALSE,8940,8275,884,FALSE,8,5540333.1,Basic,no pool and no yard
860,17051,46,43,67578,2,2,1993,TRUE,TRUE,6481,7029,346,FALSE,2,1710016.3,Luxury,has pool and has yard
861,14436,15,6,9002,9,2,2002,TRUE,TRUE,676,1784,710,TRUE,10,1444902.2,Basic,no pool and no yard
862,34220,50,33,30858,3,3,1996,TRUE,TRUE,5942,6266,976,TRUE,1,3430761.6,Luxury,has pool and has yard
863,95215,72,8,8349,7,9,2009,FALSE,FALSE,304,5007,360,TRUE,6,9522466.9,Basic,no pool and no yard
864,82140,63,10,51301,1,9,2003,TRUE,TRUE,8091,1333,678,FALSE,5,8215500.3,Basic,no pool and no yard
865,5706,56,38,51600,4,7,2005,TRUE,FALSE,73,3204,276,FALSE,7,574164.5,Basic,no pool and no yard
866,35778,92,35,16239,6,8,2012,FALSE,TRUE,4151,4653,669,TRUE,9,3580006.2,Basic,no pool and no yard
867,73323,43,5,8554,5,10,1990,FALSE,TRUE,3687,3622,929,TRUE,6,7334601,Basic,has pool and no yard
868,97544,65,72,74577,2,2,2014,TRUE,TRUE,3458,4609,195,TRUE,5,9760573.4,Basic,no pool and no yard
869,74037,75,84,185,5,10,1997,TRUE,TRUE,533,7143,688,TRUE,10,7410767.7,Basic,no pool and has yard
870,27244,95,91,51203,9,7,1996,TRUE,FALSE,4237,723,293,TRUE,6,2731619.6,Basic,no pool and no yard
871,7812,68,93,30594,4,6,2012,FALSE,TRUE,3559,2197,722,TRUE,0,786725.2,Basic,has pool and no yard
872,95800,83,28,75731,1,9,1990,TRUE,FALSE,6051,1280,323,FALSE,3,9591195,Luxury,has pool and has yard
873,4442,11,46,10345,3,8,2016,TRUE,TRUE,9845,3640,851,TRUE,1,450428.6,Basic,no pool and has yard
874,71399,40,74,34136,5,10,1996,FALSE,FALSE,5484,6386,652,TRUE,10,7141237.6,Basic,no pool and no yard
875,8223,73,18,91132,10,4,2009,TRUE,TRUE,4835,2461,511,FALSE,5,828761.9,Basic,no pool and has yard
876,49694,47,17,42649,4,8,2021,TRUE,FALSE,8872,9458,976,TRUE,1,4973672.1,Basic,no pool and has yard
877,71661,54,64,30637,1,6,2014,TRUE,FALSE,793,3709,516,FALSE,2,7173346.4,Basic,has pool and no yard
878,98826,87,77,7899,7,2,2007,FALSE,FALSE,12,9849,948,TRUE,9,9894829.7,Basic,has pool and has yard
879,92000,54,6,559,6,8,2011,FALSE,TRUE,4693,57,874,TRUE,2,9203514.1,Basic,no pool and has yard
880,82274,36,69,30208,8,1,2013,TRUE,TRUE,7565,1456,170,TRUE,10,8237371.3,Luxury,has pool and has yard
881,28957,71,2,41445,1,9,1992,TRUE,TRUE,3222,9454,799,TRUE,3,2903240.2,Luxury,has pool and has yard
882,45273,66,3,1531,8,6,2007,TRUE,FALSE,328,7011,483,FALSE,5,4531464.7,Basic,no pool and has yard
883,27649,86,67,35839,9,10,1997,TRUE,FALSE,4153,8097,774,TRUE,10,2770975.7,Basic,no pool and no yard
884,78681,23,87,56264,8,9,2015,TRUE,FALSE,5930,8775,616,FALSE,3,7884526.5,Luxury,has pool and has yard
885,30383,24,87,41613,9,8,2000,TRUE,TRUE,1312,7774,789,TRUE,5,3049140,Luxury,has pool and has yard
886,16205,33,53,74857,2,5,2000,FALSE,FALSE,5988,9397,183,FALSE,1,1626165,Basic,no pool and has yard
887,35821,12,71,39266,6,10,2013,TRUE,FALSE,9220,3302,980,TRUE,7,3589966.3,Basic,no pool and has yard
888,96601,97,37,21619,2,1,2015,TRUE,FALSE,478,7373,243,TRUE,8,9665463.5,Basic,no pool and has yard
889,34075,70,28,7956,2,2,1995,TRUE,TRUE,7842,6296,545,TRUE,4,3415018.5,Luxury,has pool and has yard
890,64246,31,90,7469,9,4,1995,FALSE,TRUE,4368,843,415,TRUE,1,6435521.5,Basic,no pool and has yard
891,8732,69,40,28331,2,7,1991,FALSE,FALSE,1102,8896,535,TRUE,5,876520.1,Basic,has pool and no yard
892,15807,34,33,58996,7,2,2020,TRUE,FALSE,4263,9085,951,FALSE,8,1587804,Basic,no pool and has yard
893,41409,100,9,85156,1,1,2003,FALSE,TRUE,8936,3524,687,FALSE,9,4149403.3,Basic,has pool and has yard
894,84748,29,96,57674,8,9,2013,TRUE,TRUE,1978,9476,179,FALSE,7,8480498.3,Basic,no pool and has yard
895,95514,64,83,88845,6,8,2016,TRUE,TRUE,3388,6643,167,FALSE,1,9557636.6,Basic,has pool and no yard
896,19596,10,28,44541,8,10,1997,FALSE,FALSE,6454,6583,677,TRUE,2,1965484.7,Basic,no pool and has yard
897,26886,88,10,48679,8,6,1991,FALSE,FALSE,8380,660,850,TRUE,0,2692355.1,Basic,has pool and no yard
898,5017,48,49,71704,1,5,1993,TRUE,FALSE,9420,7264,343,FALSE,5,506461.3,Basic,no pool and no yard
899,817,80,26,96822,3,7,2003,TRUE,FALSE,7737,4258,703,TRUE,3,87408.3,Basic,has pool and no yard
900,56381,5,91,50835,6,1,2009,FALSE,TRUE,9204,1511,795,FALSE,1,5646091.9,Basic,has pool and has yard
901,45464,3,3,42973,5,5,2021,FALSE,TRUE,9971,7192,338,FALSE,8,4549774.1,Basic,has pool and no yard
902,63992,5,39,50384,6,9,2005,TRUE,TRUE,5356,8172,764,FALSE,2,6405553.5,Basic,no pool and has yard
903,81411,23,74,99433,10,1,1998,TRUE,TRUE,4634,1546,417,FALSE,9,8149663.8,Basic,has pool and no yard
904,67053,15,33,72156,5,2,2019,FALSE,TRUE,7848,1630,947,TRUE,9,6707304.9,Basic,no pool and no yard
905,13560,1,17,85418,4,3,2001,TRUE,FALSE,7736,3841,296,TRUE,1,1361612.1,Basic,no pool and has yard
906,59993,13,67,83164,2,4,2015,TRUE,FALSE,7159,4934,324,TRUE,3,6009243.5,Luxury,has pool and has yard
907,95568,61,56,79841,2,8,1992,FALSE,FALSE,8392,3187,388,TRUE,0,9562024.2,Basic,has pool and no yard
908,50873,95,38,10919,7,10,2018,TRUE,FALSE,4083,9834,379,FALSE,4,5089609.8,Basic,no pool and no yard
909,56885,89,80,69885,1,4,2001,FALSE,TRUE,7919,3273,651,TRUE,8,5699848.1,Basic,has pool and has yard
910,72193,49,82,53046,4,7,1992,FALSE,FALSE,5541,1443,326,FALSE,1,7224575.2,Basic,has pool and no yard
911,39210,100,70,44287,6,9,2011,TRUE,FALSE,5798,7831,287,TRUE,3,3923171.1,Basic,no pool and no yard
912,82468,24,1,92478,5,2,1999,FALSE,TRUE,3756,9908,292,TRUE,10,8250786.9,Basic,has pool and no yard
913,64882,88,86,26142,5,7,1990,TRUE,TRUE,3453,5513,452,TRUE,8,6493005,Basic,no pool and no yard
914,98864,37,55,32055,1,7,2006,TRUE,FALSE,3854,3583,721,TRUE,7,9892826.6,Basic,no pool and has yard
915,71061,89,75,53656,9,4,2018,FALSE,TRUE,629,2769,587,TRUE,7,7118344.8,Basic,has pool and no yard
916,46585,73,91,10008,2,6,1990,FALSE,TRUE,4670,2935,835,TRUE,6,4662821,Basic,no pool and no yard
917,41976,78,86,95137,6,7,1990,FALSE,TRUE,9332,6598,475,TRUE,5,4205798,Basic,has pool and no yard
918,52165,3,3,77195,7,2,1998,TRUE,FALSE,4903,7398,624,FALSE,6,5221495.8,Basic,no pool and has yard
919,89999,49,3,18801,9,4,2010,TRUE,FALSE,1314,5091,186,FALSE,5,9004222,Basic,no pool and has yard
920,65611,61,23,88748,9,9,1999,TRUE,FALSE,5046,6181,963,FALSE,7,6563935.9,Basic,has pool and no yard
921,16067,4,26,51833,6,7,2007,TRUE,FALSE,8041,6466,943,TRUE,7,1610057.7,Basic,no pool and has yard
922,57970,2,53,59184,5,6,2013,FALSE,FALSE,2019,7550,512,TRUE,5,5811905.3,Basic,has pool and has yard
923,50373,38,53,3519,8,3,2003,FALSE,TRUE,1500,8923,352,FALSE,3,5043556.3,Basic,has pool and no yard
924,12079,66,70,60660,6,8,2020,TRUE,FALSE,3094,4275,512,TRUE,9,1213149,Luxury,has pool and has yard
925,36670,12,54,81486,1,9,2003,TRUE,TRUE,7937,1759,346,FALSE,2,3676149.3,Basic,has pool and no yard
926,2122,89,67,80189,10,9,2000,FALSE,TRUE,3154,9873,698,TRUE,8,219749,Basic,no pool and has yard
927,88458,5,36,25549,5,8,2012,FALSE,TRUE,7119,1754,299,FALSE,9,8853221.2,Basic,has pool and no yard
928,70603,35,42,21908,8,1,2012,FALSE,FALSE,2976,8011,324,FALSE,7,7065124.2,Basic,no pool and has yard
929,70091,62,86,37015,2,6,2009,TRUE,FALSE,1786,8181,733,FALSE,8,7019102.9,Luxury,has pool and has yard
930,3886,86,35,37090,2,5,2021,TRUE,FALSE,4865,2447,808,TRUE,4,398355.1,Luxury,has pool and has yard
931,64932,38,42,35842,1,9,2016,TRUE,TRUE,4507,9312,889,FALSE,4,6496287.6,Basic,no pool and no yard
932,4434,79,29,8718,2,2,2009,TRUE,TRUE,9010,7484,958,FALSE,5,453660.9,Luxury,has pool and has yard
933,79441,54,84,84220,10,4,2011,FALSE,TRUE,1381,5879,405,FALSE,3,7949525.1,Basic,no pool and has yard
934,53077,84,92,83232,4,2,2012,FALSE,FALSE,5494,208,110,FALSE,0,5317242.2,Basic,no pool and has yard
935,91526,63,3,92415,7,2,2008,TRUE,FALSE,9724,5828,874,FALSE,0,9154926.8,Basic,has pool and no yard
936,91334,54,97,79832,9,4,1997,FALSE,TRUE,1841,5309,768,FALSE,3,9142863.7,Basic,no pool and has yard
937,38674,79,97,49531,4,3,2015,TRUE,FALSE,2129,6397,990,TRUE,5,3881695.5,Luxury,has pool and has yard
938,83033,36,75,75420,1,9,2006,TRUE,TRUE,5037,9511,164,FALSE,5,8313113.6,Basic,no pool and has yard
